Muscles,WorkOut,Intensity_Level,Beginner Sets,Intermediate Sets,Expert Sets,Equipment,Explaination,Long Explanation,Video,combined
Warm Up,Butt Kicks,Expert,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,Butt Kicks: Run in place while kicking your heels up towards your glutes.,"The Butt Kicks is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Butt+Kicks,Butt Kicks Expert Butt Kicks: Run in place while kicking your heels up towards your glutes. Warm Up Body weight 3 Sets with 12 to 15 reps
Warm Up,Leg Swings,Expert,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,"Leg Swings: Swing each leg back and forth, warming up your hip flexors and hamstrings.","The Leg Swings is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Leg+Swings,"Leg Swings Expert Leg Swings: Swing each leg back and forth, warming up your hip flexors and hamstrings. Warm Up Body weight 3 Sets with 12 to 15 reps"
Warm Up,Torso Twists,Expert,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,Torso Twists: Stand with feet hip-width apart and twist your torso from side to side.,"The Torso Twists is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Torso+Twists,Torso Twists Expert Torso Twists: Stand with feet hip-width apart and twist your torso from side to side. Warm Up Body weight 3 Sets with 12 to 15 reps
Warm Up,Side Lunges,Intermediate,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,"Side Lunges: Step out to the side and lunge, then switch sides. Great for warming up the inner thighs and glutes.","The Side Lunges is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Side+Lunges,"Side Lunges Intermediate Side Lunges: Step out to the side and lunge, then switch sides. Great for warming up the inner thighs and glutes. Warm Up Body weight 3 Sets with 12 to 15 reps"
Warm Up,Hip Circles,Expert,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,Hip Circles: Rotate your hips in large circles to loosen up the hip area.,"The Hip Circles is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Hip+Circles,Hip Circles Expert Hip Circles: Rotate your hips in large circles to loosen up the hip area. Warm Up Body weight 3 Sets with 12 to 15 reps
Warm Up,Arm Swings,Expert,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,Arm Swings: Swing your arms back and forth across your body to loosen up your chest and back.,"The Arm Swings is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Arm+Swings,Arm Swings Expert Arm Swings: Swing your arms back and forth across your body to loosen up your chest and back. Warm Up Body weight 3 Sets with 12 to 15 reps
Warm Up,"Dynamic Stretching (e.g., Lunges with a Twist)",Beginner,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,"Dynamic Stretching (e.g., Lunges with a Twist): Incorporating movement with stretching to warm up the body.","The Dynamic Stretching (e.g., Lunges with a Twist) is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.","https://www.youtube.com/results?search_query=Dynamic+Stretching+(e.g.,+Lunges+with+a+Twist)","Dynamic Stretching (e.g., Lunges with a Twist) Beginner Dynamic Stretching (e.g., Lunges with a Twist): Incorporating movement with stretching to warm up the body. Warm Up Body weight 3 Sets with 12 to 15 reps"
Warm Up,Inchworms,Expert,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,"Inchworms: Stand, bend at the waist, walk your hands out to a plank, then walk feet towards hands.","The Inchworms is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Inchworms,"Inchworms Expert Inchworms: Stand, bend at the waist, walk your hands out to a plank, then walk feet towards hands. Warm Up Body weight 3 Sets with 12 to 15 reps"
Warm Up,Jump Rope,Expert,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,Jump Rope: A good cardiovascular exercise to get the blood flowing.,"The Jump Rope is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Jump+Rope,Jump Rope Expert Jump Rope: A good cardiovascular exercise to get the blood flowing. Warm Up Body weight 3 Sets with 12 to 15 reps
Warm Up,Shadow Boxing,Expert,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,"Shadow Boxing: Throw punches in the air, warming up your upper body and increasing heart rate.","The Shadow Boxing is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Shadow+Boxing,"Shadow Boxing Expert Shadow Boxing: Throw punches in the air, warming up your upper body and increasing heart rate. Warm Up Body weight 3 Sets with 12 to 15 reps"
Warm Up,Mountain Climbers,Expert,3 Sets with 12 to 15 reps,4 Sets with 8 to 12 reps,5 Sets with 3 to 10 reps,Body weight,Mountain Climbers: A dynamic exercise that increases heart rate and warms up the whole body.,"The Mountain Climbers is a weight training exercise targeting the Warm Up. It involves using nan, focusing on the form and technique to effectively engage the muscles. Ideal for strength building and muscle definition, it's important to maintain controlled movements throughout.",https://www.youtube.com/results?search_query=Mountain+Climbers,Mountain Climbers Expert Mountain Climbers: A dynamic exercise that increases heart rate and warms up the whole body. Warm Up Body weight 3 Sets with 12 to 15 reps
